cohortId,targetId,targetName,strataId,strataName,cohortType
49000571,49,PCa treated right away,57,with localized PCa,TwS
125000571,125,PCa under conservative management (biopsy or PSA GT 50),57,with localized PCa,TwS
126000571,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),57,with localized PCa,TwS
127000571,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),57,with localized PCa,TwS
128000571,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),57,with localized PCa,TwS
129000571,129,PCa treated after conservative management (biopsy or PSA GT 50),57,with localized PCa,TwS
131000571,131,Delayed Curative Management (biopsy or PSA GT 50),57,with localized PCa,TwS
132000571,132,Delayed Palliative Management (biopsy or PSA GT 50),57,with localized PCa,TwS
137000571,137,PCa under conservative management,57,with localized PCa,TwS
138000571,138,PCa high/intermediate risk conservative management,57,with localized PCa,TwS
139000571,139,PCa low risk grade conservative management and no intense monitoring,57,with localized PCa,TwS
140000571,140,PCa low risk grade conservative management and intense monitoring,57,with localized PCa,TwS
141000571,141,Newly diagnosed Pca (biopsy or PSA GT 50),57,with localized PCa,TwS
142000571,142,PCa treated right away (biopsy or PSA GT 50),57,with localized PCa,TwS
143000571,143,PCa treated after conservative management,57,with localized PCa,TwS
144000571,144,Delayed Curative Management,57,with localized PCa,TwS
145000571,145,Delayed Palliative Management,57,with localized PCa,TwS
47000581,47,Newly diagnosed Pca,58,with PSA >20 at Diagnosis,TwS
49000581,49,PCa treated right away,58,with PSA >20 at Diagnosis,TwS
125000581,125,PCa under conservative management (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
126000581,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
127000581,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
128000581,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
129000581,129,PCa treated after conservative management (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
131000581,131,Delayed Curative Management (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
132000581,132,Delayed Palliative Management (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
137000581,137,PCa under conservative management,58,with PSA >20 at Diagnosis,TwS
138000581,138,PCa high/intermediate risk conservative management,58,with PSA >20 at Diagnosis,TwS
139000581,139,PCa low risk grade conservative management and no intense monitoring,58,with PSA >20 at Diagnosis,TwS
140000581,140,PCa low risk grade conservative management and intense monitoring,58,with PSA >20 at Diagnosis,TwS
141000581,141,Newly diagnosed Pca (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
142000581,142,PCa treated right away (biopsy or PSA GT 50),58,with PSA >20 at Diagnosis,TwS
143000581,143,PCa treated after conservative management,58,with PSA >20 at Diagnosis,TwS
144000581,144,Delayed Curative Management,58,with PSA >20 at Diagnosis,TwS
145000581,145,Delayed Palliative Management,58,with PSA >20 at Diagnosis,TwS
47000591,47,Newly diagnosed Pca,59,with PSA <10 at Diagnosis,TwS
49000591,49,PCa treated right away,59,with PSA <10 at Diagnosis,TwS
125000591,125,PCa under conservative management (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
126000591,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
127000591,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
128000591,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
129000591,129,PCa treated after conservative management (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
131000591,131,Delayed Curative Management (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
132000591,132,Delayed Palliative Management (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
137000591,137,PCa under conservative management,59,with PSA <10 at Diagnosis,TwS
138000591,138,PCa high/intermediate risk conservative management,59,with PSA <10 at Diagnosis,TwS
139000591,139,PCa low risk grade conservative management and no intense monitoring,59,with PSA <10 at Diagnosis,TwS
140000591,140,PCa low risk grade conservative management and intense monitoring,59,with PSA <10 at Diagnosis,TwS
141000591,141,Newly diagnosed Pca (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
142000591,142,PCa treated right away (biopsy or PSA GT 50),59,with PSA <10 at Diagnosis,TwS
143000591,143,PCa treated after conservative management,59,with PSA <10 at Diagnosis,TwS
144000591,144,Delayed Curative Management,59,with PSA <10 at Diagnosis,TwS
145000591,145,Delayed Palliative Management,59,with PSA <10 at Diagnosis,TwS
47000601,47,Newly diagnosed Pca,60,with PSA 10-20 at Diagnosis,TwS
49000601,49,PCa treated right away,60,with PSA 10-20 at Diagnosis,TwS
125000601,125,PCa under conservative management (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
126000601,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
127000601,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
128000601,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
129000601,129,PCa treated after conservative management (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
131000601,131,Delayed Curative Management (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
132000601,132,Delayed Palliative Management (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
137000601,137,PCa under conservative management,60,with PSA 10-20 at Diagnosis,TwS
138000601,138,PCa high/intermediate risk conservative management,60,with PSA 10-20 at Diagnosis,TwS
139000601,139,PCa low risk grade conservative management and no intense monitoring,60,with PSA 10-20 at Diagnosis,TwS
140000601,140,PCa low risk grade conservative management and intense monitoring,60,with PSA 10-20 at Diagnosis,TwS
141000601,141,Newly diagnosed Pca (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
142000601,142,PCa treated right away (biopsy or PSA GT 50),60,with PSA 10-20 at Diagnosis,TwS
143000601,143,PCa treated after conservative management,60,with PSA 10-20 at Diagnosis,TwS
144000601,144,Delayed Curative Management,60,with PSA 10-20 at Diagnosis,TwS
145000601,145,Delayed Palliative Management,60,with PSA 10-20 at Diagnosis,TwS
47000631,47,Newly diagnosed Pca,63,with Stage cT1 at Dx,TwS
49000631,49,PCa treated right away,63,with Stage cT1 at Dx,TwS
125000631,125,PCa under conservative management (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
126000631,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
127000631,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
128000631,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
129000631,129,PCa treated after conservative management (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
131000631,131,Delayed Curative Management (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
132000631,132,Delayed Palliative Management (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
137000631,137,PCa under conservative management,63,with Stage cT1 at Dx,TwS
138000631,138,PCa high/intermediate risk conservative management,63,with Stage cT1 at Dx,TwS
139000631,139,PCa low risk grade conservative management and no intense monitoring,63,with Stage cT1 at Dx,TwS
140000631,140,PCa low risk grade conservative management and intense monitoring,63,with Stage cT1 at Dx,TwS
141000631,141,Newly diagnosed Pca (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
142000631,142,PCa treated right away (biopsy or PSA GT 50),63,with Stage cT1 at Dx,TwS
143000631,143,PCa treated after conservative management,63,with Stage cT1 at Dx,TwS
144000631,144,Delayed Curative Management,63,with Stage cT1 at Dx,TwS
145000631,145,Delayed Palliative Management,63,with Stage cT1 at Dx,TwS
47000641,47,Newly diagnosed Pca,64,with Stage cT2 at Dx,TwS
49000641,49,PCa treated right away,64,with Stage cT2 at Dx,TwS
125000641,125,PCa under conservative management (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
126000641,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
127000641,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
128000641,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
129000641,129,PCa treated after conservative management (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
131000641,131,Delayed Curative Management (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
132000641,132,Delayed Palliative Management (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
137000641,137,PCa under conservative management,64,with Stage cT2 at Dx,TwS
138000641,138,PCa high/intermediate risk conservative management,64,with Stage cT2 at Dx,TwS
139000641,139,PCa low risk grade conservative management and no intense monitoring,64,with Stage cT2 at Dx,TwS
140000641,140,PCa low risk grade conservative management and intense monitoring,64,with Stage cT2 at Dx,TwS
141000641,141,Newly diagnosed Pca (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
142000641,142,PCa treated right away (biopsy or PSA GT 50),64,with Stage cT2 at Dx,TwS
143000641,143,PCa treated after conservative management,64,with Stage cT2 at Dx,TwS
144000641,144,Delayed Curative Management,64,with Stage cT2 at Dx,TwS
145000641,145,Delayed Palliative Management,64,with Stage cT2 at Dx,TwS
47000651,47,Newly diagnosed Pca,65,with Stage cT3/cT4 at Dx,TwS
49000651,49,PCa treated right away,65,with Stage cT3/cT4 at Dx,TwS
125000651,125,PCa under conservative management (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
126000651,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
127000651,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
128000651,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
129000651,129,PCa treated after conservative management (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
131000651,131,Delayed Curative Management (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
132000651,132,Delayed Palliative Management (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
137000651,137,PCa under conservative management,65,with Stage cT3/cT4 at Dx,TwS
138000651,138,PCa high/intermediate risk conservative management,65,with Stage cT3/cT4 at Dx,TwS
139000651,139,PCa low risk grade conservative management and no intense monitoring,65,with Stage cT3/cT4 at Dx,TwS
140000651,140,PCa low risk grade conservative management and intense monitoring,65,with Stage cT3/cT4 at Dx,TwS
141000651,141,Newly diagnosed Pca (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
142000651,142,PCa treated right away (biopsy or PSA GT 50),65,with Stage cT3/cT4 at Dx,TwS
143000651,143,PCa treated after conservative management,65,with Stage cT3/cT4 at Dx,TwS
144000651,144,Delayed Curative Management,65,with Stage cT3/cT4 at Dx,TwS
145000651,145,Delayed Palliative Management,65,with Stage cT3/cT4 at Dx,TwS
47000671,47,Newly diagnosed Pca,67,with Grade 1 (GS 2-6),TwS
49000671,49,PCa treated right away,67,with Grade 1 (GS 2-6),TwS
125000671,125,PCa under conservative management (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
126000671,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
127000671,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
128000671,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
129000671,129,PCa treated after conservative management (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
131000671,131,Delayed Curative Management (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
132000671,132,Delayed Palliative Management (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
137000671,137,PCa under conservative management,67,with Grade 1 (GS 2-6),TwS
138000671,138,PCa high/intermediate risk conservative management,67,with Grade 1 (GS 2-6),TwS
139000671,139,PCa low risk grade conservative management and no intense monitoring,67,with Grade 1 (GS 2-6),TwS
140000671,140,PCa low risk grade conservative management and intense monitoring,67,with Grade 1 (GS 2-6),TwS
141000671,141,Newly diagnosed Pca (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
142000671,142,PCa treated right away (biopsy or PSA GT 50),67,with Grade 1 (GS 2-6),TwS
143000671,143,PCa treated after conservative management,67,with Grade 1 (GS 2-6),TwS
144000671,144,Delayed Curative Management,67,with Grade 1 (GS 2-6),TwS
145000671,145,Delayed Palliative Management,67,with Grade 1 (GS 2-6),TwS
47000681,47,Newly diagnosed Pca,68,with Grade 2 (GS 3+4),TwS
49000681,49,PCa treated right away,68,with Grade 2 (GS 3+4),TwS
125000681,125,PCa under conservative management (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
126000681,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
127000681,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
128000681,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
129000681,129,PCa treated after conservative management (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
131000681,131,Delayed Curative Management (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
132000681,132,Delayed Palliative Management (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
137000681,137,PCa under conservative management,68,with Grade 2 (GS 3+4),TwS
138000681,138,PCa high/intermediate risk conservative management,68,with Grade 2 (GS 3+4),TwS
139000681,139,PCa low risk grade conservative management and no intense monitoring,68,with Grade 2 (GS 3+4),TwS
140000681,140,PCa low risk grade conservative management and intense monitoring,68,with Grade 2 (GS 3+4),TwS
141000681,141,Newly diagnosed Pca (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
142000681,142,PCa treated right away (biopsy or PSA GT 50),68,with Grade 2 (GS 3+4),TwS
143000681,143,PCa treated after conservative management,68,with Grade 2 (GS 3+4),TwS
144000681,144,Delayed Curative Management,68,with Grade 2 (GS 3+4),TwS
145000681,145,Delayed Palliative Management,68,with Grade 2 (GS 3+4),TwS
47000691,47,Newly diagnosed Pca,69,with Grade 3 (GS 4+3),TwS
49000691,49,PCa treated right away,69,with Grade 3 (GS 4+3),TwS
125000691,125,PCa under conservative management (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
126000691,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
127000691,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
128000691,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
129000691,129,PCa treated after conservative management (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
131000691,131,Delayed Curative Management (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
132000691,132,Delayed Palliative Management (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
137000691,137,PCa under conservative management,69,with Grade 3 (GS 4+3),TwS
138000691,138,PCa high/intermediate risk conservative management,69,with Grade 3 (GS 4+3),TwS
139000691,139,PCa low risk grade conservative management and no intense monitoring,69,with Grade 3 (GS 4+3),TwS
140000691,140,PCa low risk grade conservative management and intense monitoring,69,with Grade 3 (GS 4+3),TwS
141000691,141,Newly diagnosed Pca (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
142000691,142,PCa treated right away (biopsy or PSA GT 50),69,with Grade 3 (GS 4+3),TwS
143000691,143,PCa treated after conservative management,69,with Grade 3 (GS 4+3),TwS
144000691,144,Delayed Curative Management,69,with Grade 3 (GS 4+3),TwS
145000691,145,Delayed Palliative Management,69,with Grade 3 (GS 4+3),TwS
47000701,47,Newly diagnosed Pca,70,with Grade 4 (GS 8),TwS
49000701,49,PCa treated right away,70,with Grade 4 (GS 8),TwS
125000701,125,PCa under conservative management (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
126000701,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
127000701,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
128000701,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
129000701,129,PCa treated after conservative management (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
131000701,131,Delayed Curative Management (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
132000701,132,Delayed Palliative Management (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
137000701,137,PCa under conservative management,70,with Grade 4 (GS 8),TwS
138000701,138,PCa high/intermediate risk conservative management,70,with Grade 4 (GS 8),TwS
139000701,139,PCa low risk grade conservative management and no intense monitoring,70,with Grade 4 (GS 8),TwS
140000701,140,PCa low risk grade conservative management and intense monitoring,70,with Grade 4 (GS 8),TwS
141000701,141,Newly diagnosed Pca (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
142000701,142,PCa treated right away (biopsy or PSA GT 50),70,with Grade 4 (GS 8),TwS
143000701,143,PCa treated after conservative management,70,with Grade 4 (GS 8),TwS
144000701,144,Delayed Curative Management,70,with Grade 4 (GS 8),TwS
145000701,145,Delayed Palliative Management,70,with Grade 4 (GS 8),TwS
47000711,47,Newly diagnosed Pca,71,with Grade 5 (GS 9-10),TwS
49000711,49,PCa treated right away,71,with Grade 5 (GS 9-10),TwS
125000711,125,PCa under conservative management (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
126000711,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
127000711,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
128000711,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
129000711,129,PCa treated after conservative management (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
131000711,131,Delayed Curative Management (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
132000711,132,Delayed Palliative Management (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
137000711,137,PCa under conservative management,71,with Grade 5 (GS 9-10),TwS
138000711,138,PCa high/intermediate risk conservative management,71,with Grade 5 (GS 9-10),TwS
139000711,139,PCa low risk grade conservative management and no intense monitoring,71,with Grade 5 (GS 9-10),TwS
140000711,140,PCa low risk grade conservative management and intense monitoring,71,with Grade 5 (GS 9-10),TwS
141000711,141,Newly diagnosed Pca (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
142000711,142,PCa treated right away (biopsy or PSA GT 50),71,with Grade 5 (GS 9-10),TwS
143000711,143,PCa treated after conservative management,71,with Grade 5 (GS 9-10),TwS
144000711,144,Delayed Curative Management,71,with Grade 5 (GS 9-10),TwS
145000711,145,Delayed Palliative Management,71,with Grade 5 (GS 9-10),TwS
47000721,47,Newly diagnosed Pca,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
49000721,49,PCa treated right away,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
125000721,125,PCa under conservative management (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
126000721,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
127000721,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
128000721,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
129000721,129,PCa treated after conservative management (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
131000721,131,Delayed Curative Management (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
132000721,132,Delayed Palliative Management (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
137000721,137,PCa under conservative management,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
138000721,138,PCa high/intermediate risk conservative management,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
139000721,139,PCa low risk grade conservative management and no intense monitoring,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
140000721,140,PCa low risk grade conservative management and intense monitoring,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
141000721,141,Newly diagnosed Pca (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
142000721,142,PCa treated right away (biopsy or PSA GT 50),72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
143000721,143,PCa treated after conservative management,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
144000721,144,Delayed Curative Management,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
145000721,145,Delayed Palliative Management,72,with Family history of Prostate cancer or history of family history of germline mutations,TwS
47000811,47,Newly diagnosed Pca,81,"with Any malignancy, except malignant neoplasm of skin",TwS
49000811,49,PCa treated right away,81,"with Any malignancy, except malignant neoplasm of skin",TwS
125000811,125,PCa under conservative management (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
126000811,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
127000811,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
128000811,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
129000811,129,PCa treated after conservative management (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
131000811,131,Delayed Curative Management (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
132000811,132,Delayed Palliative Management (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
137000811,137,PCa under conservative management,81,"with Any malignancy, except malignant neoplasm of skin",TwS
138000811,138,PCa high/intermediate risk conservative management,81,"with Any malignancy, except malignant neoplasm of skin",TwS
139000811,139,PCa low risk grade conservative management and no intense monitoring,81,"with Any malignancy, except malignant neoplasm of skin",TwS
140000811,140,PCa low risk grade conservative management and intense monitoring,81,"with Any malignancy, except malignant neoplasm of skin",TwS
141000811,141,Newly diagnosed Pca (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
142000811,142,PCa treated right away (biopsy or PSA GT 50),81,"with Any malignancy, except malignant neoplasm of skin",TwS
143000811,143,PCa treated after conservative management,81,"with Any malignancy, except malignant neoplasm of skin",TwS
144000811,144,Delayed Curative Management,81,"with Any malignancy, except malignant neoplasm of skin",TwS
145000811,145,Delayed Palliative Management,81,"with Any malignancy, except malignant neoplasm of skin",TwS
47000831,47,Newly diagnosed Pca,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
49000831,49,PCa treated right away,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
125000831,125,PCa under conservative management (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
126000831,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
127000831,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
128000831,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
129000831,129,PCa treated after conservative management (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
131000831,131,Delayed Curative Management (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
132000831,132,Delayed Palliative Management (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
137000831,137,PCa under conservative management,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
138000831,138,PCa high/intermediate risk conservative management,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
139000831,139,PCa low risk grade conservative management and no intense monitoring,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
140000831,140,PCa low risk grade conservative management and intense monitoring,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
141000831,141,Newly diagnosed Pca (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
142000831,142,PCa treated right away (biopsy or PSA GT 50),83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
143000831,143,PCa treated after conservative management,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
144000831,144,Delayed Curative Management,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
145000831,145,Delayed Palliative Management,83,"with Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwS
47001091,47,Newly diagnosed Pca,109,with Age at diagnosis >80,TwS
49001091,49,PCa treated right away,109,with Age at diagnosis >80,TwS
125001091,125,PCa under conservative management (biopsy or PSA GT 50),109,with Age at diagnosis >80,TwS
126001091,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),109,with Age at diagnosis >80,TwS
127001091,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),109,with Age at diagnosis >80,TwS
128001091,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),109,with Age at diagnosis >80,TwS
